,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Survived
572,1,52.0,1,0,78.2667,0,0,0,1
573,2,29.0,0,0,33.0,0,0,1,1
574,1,49.0,1,0,56.9292,1,0,0,1
575,2,24.0,2,1,27.0,0,0,1,1
576,1,35.0,0,0,26.55,1,0,0,1
577,1,27.0,0,0,30.5,1,0,1,1
578,2,22.0,1,2,41.5792,0,0,0,1
579,1,40.0,0,0,153.4625,0,0,1,1
580,3,24.0,1,0,15.5,0,1,0,1
581,2,24.0,1,2,65.0,0,0,1,1
582,2,4.0,2,1,39.0,0,0,1,1
583,1,42.0,1,0,52.5542,1,0,1,1
584,3,20.0,1,1,15.7417,1,0,0,1
585,1,21.0,0,0,77.9583,0,0,1,1
586,1,80.0,0,0,30.0,1,0,1,1
587,1,32.0,0,0,30.5,1,0,0,1
588,2,28.0,0,0,13.0,0,0,1,1
589,1,24.0,0,0,69.3,0,0,0,1
590,3,24.0,0,0,56.4958,1,0,1,1
591,3,0.75,2,1,19.2583,0,0,0,1
592,1,48.0,1,0,76.7292,1,0,0,1
593,1,56.0,0,0,35.5,1,0,0,1
594,3,23.0,0,0,7.55,0,0,1,1
595,2,18.0,0,1,23.0,0,0,1,1
596,3,24.0,0,0,7.8292,0,1,0,1
597,1,50.0,2,0,133.65,1,0,1,1
598,3,20.0,1,0,7.925,1,0,1,1
599,1,38.0,1,0,52.0,0,0,1,1
600,2,40.0,1,1,39.0,0,0,1,1
601,2,31.0,0,0,13.0,1,0,1,1
602,3,18.0,0,0,9.8417,0,0,1,1
603,1,36.0,0,1,512.3292,1,0,0,1
604,1,27.0,0,0,76.7292,1,0,0,1
605,1,15.0,0,1,211.3375,0,0,1,1
606,1,31.0,1,0,57.0,1,0,1,1
607,3,4.0,0,1,13.4167,0,0,0,1
608,3,24.0,0,0,56.4958,1,0,1,1
609,3,24.0,0,0,7.7333,0,1,0,1
610,1,18.0,1,0,227.525,0,0,0,1
611,1,35.0,0,0,26.2875,1,0,1,1
612,2,45.0,0,0,13.5,0,0,1,1
613,1,42.0,0,0,26.2875,1,0,1,1
614,1,22.0,0,0,151.55,0,0,1,1
615,3,24.0,1,1,15.2458,1,0,0,1
616,1,24.0,0,0,49.5042,0,0,0,1
617,1,48.0,1,0,52.0,1,0,1,1
618,1,38.0,0,0,227.525,0,0,0,1
619,2,27.0,0,0,10.5,0,0,1,1
620,2,6.0,0,1,33.0,0,0,1,1
621,1,27.0,1,0,53.1,1,0,1,1
622,2,30.0,3,0,21.0,0,0,1,1
623,3,24.0,0,0,7.7375,0,1,0,1
624,1,29.0,0,0,211.3375,0,0,1,1
625,1,35.0,0,0,512.3292,1,0,0,1
626,1,38.0,0,0,30.0,1,0,1,1
627,1,21.0,2,2,262.375,0,0,0,1
628,3,31.0,0,0,7.925,1,0,1,1
629,2,30.0,0,0,13.0,0,0,1,1
630,2,4.0,1,1,23.0,0,0,1,1
631,3,6.0,0,1,12.475,1,0,1,1
632,2,48.0,1,2,65.0,0,0,1,1
633,2,0.67,1,1,14.5,1,0,1,1
634,1,33.0,0,0,86.5,0,0,1,1
635,3,20.0,0,0,7.2292,1,0,0,1
636,1,36.0,1,2,120.0,0,0,1,1
637,1,51.0,1,0,77.9583,0,0,1,1
638,2,54.0,1,3,23.0,0,0,1,1
639,3,5.0,0,0,12.475,0,0,1,1
640,1,43.0,0,1,211.3375,0,0,1,1
641,3,13.0,0,0,7.2292,0,0,0,1
642,1,17.0,1,0,57.0,0,0,1,1
643,3,18.0,0,0,7.4958,0,0,1,1
644,3,1.0,1,2,20.575,1,0,1,1
645,1,49.0,0,0,25.9292,0,0,1,1
646,3,31.0,0,0,8.6833,0,0,1,1
647,2,31.0,1,1,26.25,0,0,1,1
648,1,11.0,1,2,120.0,1,0,1,1
649,3,0.42,0,1,8.5167,1,0,0,1
650,3,27.0,0,0,6.975,1,0,1,1
651,1,33.0,1,0,53.1,0,0,1,1
652,1,52.0,1,1,93.5,0,0,1,1
653,3,27.0,0,0,8.6625,1,0,1,1
654,3,27.0,0,1,12.475,0,0,1,1
655,2,1.0,0,2,37.0042,1,0,0,1
656,3,24.0,0,0,7.75,1,1,0,1
657,3,15.0,1,0,14.4542,0,0,0,1
658,2,0.83,1,1,18.75,1,0,1,1
659,1,39.0,1,1,83.1583,0,0,0,1
660,3,32.0,0,0,56.4958,1,0,1,1
661,1,38.0,0,0,29.7,1,0,0,1
662,1,30.0,0,0,31.0,0,0,0,1
663,1,38.0,1,0,89.1042,0,0,0,1
664,1,16.0,0,1,39.4,0,0,1,1
665,3,18.0,0,1,9.35,0,0,1,1
666,1,45.0,1,1,164.8667,0,0,1,1
667,1,51.0,0,0,26.55,1,0,1,1
668,3,24.0,0,3,19.2583,0,0,0,1
669,1,48.0,0,0,25.9292,0,0,1,1
670,2,42.0,0,0,13.0,0,0,1,1
671,2,27.0,1,0,13.8583,0,0,0,1
672,3,4.0,1,1,11.1333,1,0,1,1
673,1,47.0,1,1,52.5542,0,0,1,1
674,2,28.0,1,0,24.0,0,0,0,1
675,3,15.0,0,0,7.225,0,0,0,1
676,1,56.0,0,1,83.1583,0,0,0,1
677,2,25.0,0,1,26.0,0,0,1,1
678,1,19.0,0,0,30.0,0,0,1,1
679,1,26.0,0,0,30.0,1,0,0,1
