,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Survived
112,2,-0.11667889598847957,0,0,-0.4094782375248968,1,0,1,0
113,3,-0.34409054227288505,0,0,-0.5077385260280478,1,1,0,0
114,3,-0.34409054227288505,1,0,-0.35173285470787913,1,0,1,0
115,3,-0.34409054227288505,0,0,-0.5169740617702019,1,0,0,0
116,3,-0.34409054227288505,0,0,-0.5221748717323023,1,1,0,0
117,3,0.14863469134332682,0,0,-0.5072728374569428,0,1,0,0
118,3,-0.040875013893677745,1,0,-0.35638974041892896,1,0,1,0
119,3,-1.6327565378845161,4,1,-0.109109109162184,1,1,0,0
120,3,-1.4811487736949125,4,2,-0.06905989204715565,0,0,1,0
121,3,-1.8601681841689215,4,2,-0.06905989204715565,1,0,1,0
122,2,0.489752160769935,0,0,-0.16732018055030665,1,0,1,0
123,2,-0.9505215990312996,0,0,-0.16732018055030665,1,0,1,0
124,1,2.460653095234782,0,0,-0.027613609218812306,1,0,1,0
125,1,0.7171638070543405,0,0,3.5865953911269464,1,0,0,0
126,3,-2.011775948358525,4,1,0.08764431212967051,1,0,1,0
127,3,1.0961832175283497,0,0,-0.5016845746036831,1,0,1,0
128,3,-0.4956983064624887,0,0,-0.5064196959946785,1,0,1,0
129,3,0.7171638070543405,0,0,-0.5045569417102586,1,0,1,0
130,3,-0.0029730728462768344,0,0,-0.35173285470787913,1,0,1,0
131,3,0.5655560428647368,0,0,-0.5045569417102586,1,0,1,0
132,2,-0.040875013893677745,0,0,-0.45604709463539495,1,0,1,0
133,3,-0.7231099527468942,0,0,-0.4621792817397053,1,0,1,0
134,3,-2.011775948358525,3,2,-0.1319278491463281,0,0,1,0
135,3,-0.34409054227288505,0,0,-0.5072728374569428,1,1,0,0
136,1,0.18653663239072774,1,0,0.3169959333988737,1,0,1,0
137,3,-0.34409054227288505,0,0,-0.5203121174478823,1,0,1,0
138,3,-0.5715021885572905,0,0,-0.5068071488858379,1,0,1,0
139,3,-1.1021293632209033,0,0,-0.5053318474925773,0,0,1,0
140,3,-0.34409054227288505,0,0,-0.3629093804143987,1,1,0,0
141,1,0.7171638070543405,0,0,-0.651636294499487,1,0,1,0
142,3,-0.34409054227288505,0,0,-0.5064196959946785,1,0,1,0
143,3,-0.1924827780832814,0,0,-0.5045569417102586,1,0,1,0
144,2,-0.41989442436768687,0,0,-0.4094782375248968,1,0,1,0
145,1,1.7026142742867643,0,1,0.4917073832431872,1,0,0,0
146,2,1.7026142742867643,0,0,-0.41832632037589146,1,0,1,0
147,2,0.7171638070543405,0,0,-0.4094782375248968,0,0,1,0
148,3,-0.1924827780832814,1,2,-0.26837460048008754,1,0,1,0
149,1,2.7638686236139893,0,1,0.5028839089497068,1,0,0,0
150,1,-0.11667889598847957,0,2,3.2880890170486534,1,0,0,0
151,3,-0.34409054227288505,0,0,-0.5016845746036831,1,0,1,0
152,3,-0.34409054227288505,0,0,-0.51542238745128,1,0,1,0
153,3,-0.34409054227288505,0,0,-0.5072728374569428,1,1,0,0
154,3,-0.34409054227288505,0,0,-0.5238830174111153,1,1,0,0
155,3,-0.34409054227288505,0,0,-0.5169740617702019,1,0,0,0
156,3,0.7171638070543405,0,0,-0.5203121174478823,1,0,1,0
157,3,-0.34409054227288505,0,0,-0.5016845746036831,1,0,1,0
158,3,1.7026142742867643,0,0,-0.5016845746036831,1,0,1,0
159,3,-0.34409054227288505,0,0,-0.5045569417102586,1,0,1,0
160,3,0.7929676891491423,1,5,-0.06905989204715565,1,0,1,0
161,3,-2.011775948358525,4,1,-0.109109109162184,1,1,0,0
162,3,-0.4956983064624887,0,0,-0.5016845746036831,1,0,1,0
163,3,-0.34409054227288505,2,0,-0.20178113481207527,1,0,1,0
164,3,-0.41989442436768687,0,0,-0.47979721176174894,1,0,1,0
165,3,0.03492886820112408,0,4,-0.25906082905798794,0,0,1,0
166,2,1.9300259205711696,0,0,-0.16732018055030665,1,0,1,0
167,3,-0.1924827780832814,2,0,-0.490275204611611,1,0,1,0
168,3,-0.41989442436768687,0,0,-0.504013017459208,0,0,1,0
169,3,1.5510065100971606,0,0,-0.651636294499487,1,0,1,0
170,2,-0.798913834841696,0,0,0.7174881045491575,1,0,1,0
171,3,0.7929676891491423,0,5,-0.109109109162184,0,1,0,0
172,3,-0.040875013893677745,0,0,-0.23205089193389905,1,0,1,0
173,3,-0.34409054227288505,0,0,-0.5045569417102586,1,0,1,0
174,3,0.9445754533387459,0,0,-0.5189150517345674,1,0,1,0
175,1,0.7171638070543405,0,0,0.27974084771047525,1,0,1,0
176,2,1.1719870996231514,1,0,-0.16732018055030665,1,0,1,0
177,2,0.4139482786751332,1,0,-0.2604578947713029,1,0,1,0
178,3,-0.040875013893677745,0,0,-0.5045569417102586,0,0,1,0
179,3,-0.34409054227288505,1,0,-0.27970573479221394,1,0,1,0
180,3,-0.34409054227288505,1,0,-0.20178113481207527,1,1,0,0
181,1,0.7929676891491423,0,0,-0.651636294499487,1,0,1,0
182,3,-0.2682866601780832,0,0,-0.5203121174478823,1,0,1,0
183,3,-2.087579830453327,5,2,0.22199546489345753,1,0,1,0
184,3,-0.798913834841696,1,1,-0.2751270847611098,1,0,1,0
185,2,0.1107327502959259,1,0,-0.20457526623870512,1,0,0,0
186,3,2.3090453310451786,0,0,-0.5165866088790425,1,0,1,0
187,1,0.8687715712439441,0,0,-0.651636294499487,1,0,1,0
188,3,0.8687715712439441,0,0,-0.5045569417102586,1,0,1,0
189,3,-0.34409054227288505,0,0,-0.5045569417102586,1,0,1,0
190,2,0.03492886820112408,0,0,-0.45604709463539495,1,0,1,0
191,3,-0.040875013893677745,0,0,-0.5045569417102586,1,0,1,0
192,1,1.2477909817179533,1,0,0.9032978444200448,1,0,1,0
193,3,-0.7231099527468942,0,0,-0.5045569417102586,1,0,1,0
194,1,1.0203793354335478,1,0,0.3169959333988737,1,0,1,0
195,3,-0.1924827780832814,0,0,-0.5047115503158655,1,0,1,0
196,3,0.26234051448552953,0,0,-0.504013017459208,1,0,1,0
197,3,-0.34409054227288505,8,2,0.6439093103145704,0,0,1,0
198,3,-0.6473060706520923,0,0,-0.5053318474925773,1,0,1,0
199,1,-0.34409054227288505,0,1,3.959068012330986,1,0,0,0
200,3,-0.34409054227288505,2,0,-0.2478060676715227,1,0,0,0
201,2,0.5655560428647368,0,0,-0.45604709463539495,1,0,1,0
202,2,-0.798913834841696,0,0,-0.4374195517911957,1,0,1,0
203,3,0.1107327502959259,1,0,-0.35173285470787913,1,0,1,0
204,3,-2.011775948358525,3,1,-0.25906082905798794,1,0,1,0
205,3,-0.5715021885572905,0,0,-0.35173285470787913,1,0,1,0
206,3,-0.040875013893677745,0,0,-0.5053318474925773,1,0,1,0
207,2,0.4139482786751332,1,0,-0.2604578947713029,1,0,1,0
208,2,0.03492886820112408,0,0,-0.651636294499487,1,0,1,0
209,3,-0.6473060706520923,0,0,-0.5016845746036831,1,0,1,0
210,2,1.0203793354335478,1,0,-0.14869263770610738,1,0,1,0
211,3,-0.34409054227288505,0,0,-0.5170522974501475,1,0,0,0
212,3,-0.11667889598847957,0,0,-0.5045569417102586,1,0,1,0
213,3,-2.011775948358525,0,1,-0.45674562749205244,0,0,1,0
214,3,-0.8747177169364978,0,0,-0.5189150517345674,1,0,1,0
215,2,0.03492886820112408,0,0,-0.37129177469428837,1,0,0,0
216,2,-0.11667889598847957,1,0,-0.2604578947713029,0,0,1,0
217,3,-0.4956983064624887,0,0,-0.5016845746036831,1,0,1,0
218,2,-0.2682866601780832,0,0,-0.4094782375248968,1,0,1,0
219,3,-0.798913834841696,2,0,-0.3163405233039006,0,0,1,0
220,2,2.157437566855575,0,0,-0.4215861403736263,1,1,0,0
221,1,2.536456977329584,0,0,-0.15707503198599704,1,0,1,0
222,3,-0.34409054227288505,0,0,-0.5045569417102586,1,0,1,0
223,1,1.778418156381566,1,1,0.8320474930409829,1,0,1,0
224,1,1.6268103921919623,1,0,1.3307999526944174,1,0,0,0
225,2,0.03492886820112408,0,0,-0.651636294499487,1,0,1,0
226,1,-0.7231099527468942,1,0,0.33748623052749294,1,0,1,0
227,3,0.8687715712439441,1,4,-0.1319278491463281,1,0,1,0
228,2,0.7929676891491423,0,0,-0.4094782375248968,1,0,1,0
229,3,-0.040875013893677745,0,0,-0.5045569417102586,1,0,1,0
230,3,0.489752160769935,0,0,-0.5045569417102586,1,0,0,0
231,3,-1.3295410095053088,0,0,-0.3016713333140937,1,0,0,0
232,3,0.5655560428647368,0,0,-0.651636294499487,1,0,1,0
233,3,1.2477909817179533,0,0,-0.5217091831611972,1,0,1,0
234,3,-0.798913834841696,0,0,-0.5064196959946785,1,0,1,0
235,3,-0.34409054227288505,1,2,-0.21482041480301473,0,0,1,0
236,3,-0.34409054227288505,0,0,-0.5170522974501475,1,0,0,0
237,3,-0.34409054227288505,0,0,-0.382313691795201,1,0,0,0
238,1,0.33814439658033135,0,0,-0.5584985802784908,1,0,1,0
239,2,-0.5715021885572905,1,0,-0.4374195517911957,1,0,1,0
240,3,0.1107327502959259,0,0,-0.5170522974501475,1,0,0,0
241,3,-0.7231099527468942,0,0,-0.5045569417102586,1,0,1,0
242,3,-0.040875013893677745,2,0,-0.504013017459208,1,0,1,0
243,2,0.7929676891491423,0,0,-0.16732018055030665,1,0,1,0
244,3,-0.34409054227288505,0,0,-0.5072728374569428,1,1,0,0
245,3,-0.34409054227288505,0,0,-0.507583917422441,1,1,0,0
246,3,0.489752160769935,0,0,-0.5189150517345674,1,0,1,0
247,3,-0.34409054227288505,0,0,-0.5169740617702019,1,0,0,0
248,3,0.03492886820112408,0,0,-0.5016845746036831,1,0,1,0
249,2,-0.1924827780832814,1,1,-0.16732018055030665,0,0,1,0
250,1,-2.011775948358525,1,2,2.1713678235389087,0,0,1,0
251,3,-0.798913834841696,1,1,-0.5053318474925773,1,0,1,0
252,3,-0.34409054227288505,0,0,-0.5016845746036831,0,0,1,0
253,3,0.18653663239072774,0,0,-0.5068071488858379,1,0,1,0
254,3,-0.34409054227288505,0,0,-0.5165866088790425,1,0,1,0
255,3,-0.1924827780832814,0,0,-0.5068071488858379,1,0,1,0
256,3,-0.34409054227288505,0,0,-0.47467463747959415,1,0,1,0
257,3,0.6413599249595386,2,0,-0.504013017459208,1,0,1,0
258,3,1.1719870996231514,0,1,-0.35173285470787913,1,0,1,0
259,3,-0.34409054227288505,0,0,-0.5165866088790425,1,0,1,0
260,3,-0.34409054227288505,8,2,0.6439093103145704,1,0,1,0
261,3,-0.34409054227288505,0,0,-0.38153692325859795,1,0,1,0
262,2,1.6268103921919623,0,0,-0.4094782375248968,1,0,1,0
263,2,-0.7231099527468942,1,1,0.032925905024835236,1,0,1,0
264,3,0.5655560428647368,1,0,-0.3619780032721887,1,0,1,0
265,1,2.6880647415191876,0,0,-0.16732018055030665,1,0,1,0
266,2,1.9300259205711696,0,0,-0.39085069468069755,1,0,1,0
267,3,-0.34409054227288505,0,0,-0.5045569417102586,1,0,1,0
268,3,0.03492886820112408,0,0,-0.5068071488858379,1,0,1,0
269,2,0.26234051448552953,0,0,-0.45604709463539495,1,0,1,0
270,3,0.7929676891491423,0,0,-0.20178113481207527,1,0,1,0
271,2,-0.9505215990312996,0,0,-0.45604709463539495,1,0,1,0
272,2,0.03492886820112408,0,0,-0.651636294499487,1,0,1,0
273,1,3.2186919161828005,0,0,0.27050531196832117,1,0,0,0
274,1,0.7171638070543405,0,0,0.08601440213080311,1,0,0,0
275,3,-0.34409054227288505,0,0,-0.4940789488603965,1,1,0,0
276,2,0.03492886820112408,1,0,-0.13526590482400858,1,0,0,0
277,3,-0.6473060706520923,0,0,-0.504013017459208,1,0,1,0
278,3,-0.4956983064624887,0,0,-0.47746876890622403,1,0,1,0
279,2,1.323594863812755,0,0,-0.16732018055030665,1,0,1,0
280,1,1.399398745907557,0,0,-0.017912384905553316,1,0,1,0
281,3,-0.5715021885572905,0,0,-0.504013017459208,1,0,1,0
282,2,-0.040875013893677745,0,1,-0.03692738064091193,1,0,1,0
283,1,0.6413599249595386,0,1,-0.09839827202676944,1,0,0,0
284,3,0.9445754533387459,0,2,-0.2751270847611098,0,0,1,0
285,1,1.5510065100971606,1,1,1.413847126956711,1,0,0,0
286,3,-0.34409054227288505,0,0,-0.5169740617702019,1,0,0,0
287,3,-0.34409054227288505,0,0,-0.5057975360636823,1,1,0,0
288,3,0.26234051448552953,1,0,-0.35638974041892896,1,0,1,0
289,3,-0.798913834841696,0,0,-0.5068071488858379,1,0,1,0
290,3,-0.34409054227288505,0,0,-0.5016845746036831,0,0,1,0
291,3,-0.34409054227288505,0,0,-0.5016845746036831,1,0,1,0
292,3,-0.7231099527468942,0,0,-0.5045569417102586,1,0,1,0
293,3,-1.5569526557897142,4,1,-0.109109109162184,1,1,0,0
294,3,-1.1021293632209033,4,1,0.08764431212967051,1,0,1,0
295,2,0.1107327502959259,0,0,-0.4094782375248968,1,0,1,0
296,3,-0.7231099527468942,0,0,-0.5068071488858379,1,0,1,0
297,3,0.4139482786751332,0,0,-0.5306355016921376,1,0,1,0
298,3,-0.4956983064624887,0,0,-0.5169740617702019,1,0,0,0
299,3,-0.9505215990312996,0,0,-0.47995182036735584,1,0,1,0
300,3,0.03492886820112408,1,0,-0.520390353127828,1,0,1,0
301,3,-0.34409054227288505,0,0,-0.5045569417102586,1,0,1,0
302,1,-0.5715021885572905,0,1,0.788039923071562,1,0,1,0
303,3,-0.4956983064624887,0,0,-0.5165866088790425,1,0,1,0
304,1,0.7171638070543405,0,0,3.479565255452746,1,0,1,0
305,2,1.1719870996231514,1,0,-0.16732018055030665,0,0,1,0
306,1,0.7171638070543405,0,0,0.13817152209456093,1,0,1,0
307,3,0.26234051448552953,0,0,-0.4958634674648708,1,0,1,0
308,3,-0.040875013893677745,0,0,-0.47467463747959415,1,0,1,0
309,3,-0.5715021885572905,0,0,-0.5016845746036831,1,0,1,0
310,3,0.1107327502959259,0,0,-0.5016845746036831,1,0,1,0
311,2,0.03492886820112408,1,0,-0.2604578947713029,1,0,1,0
312,3,-0.34409054227288505,3,1,-0.1772542491491181,0,0,1,0
313,3,-1.8601681841689215,3,2,-0.1319278491463281,1,0,1,0
314,3,-0.34409054227288505,0,0,-0.5016845746036831,1,0,1,0
315,3,-0.5715021885572905,0,0,-0.5063414603147328,1,0,1,0
316,3,1.0203793354335478,0,0,-0.5091355917413628,1,0,1,0
317,2,-0.2682866601780832,0,0,-0.4094782375248968,1,0,1,0
318,3,-0.30618860122548414,0,0,-0.5016845746036831,1,0,1,0
319,3,-0.34409054227288505,0,0,-0.5095230446325221,0,1,0,0
320,3,3.446103562467206,0,0,-0.5068071488858379,1,0,1,0
321,3,-0.34409054227288505,0,0,-0.5170522974501475,1,0,0,0
322,3,-0.798913834841696,1,0,-0.3200660318727404,0,0,1,0
323,2,0.7929676891491423,0,0,-0.4094782375248968,1,0,1,0
324,3,-0.9505215990312996,0,0,-0.5016845746036831,1,0,1,0
325,2,0.33814439658033135,0,0,-0.4229832060869413,1,0,1,0
326,3,0.26234051448552953,1,1,-0.3629093804143987,0,1,0,0
327,2,3.1428880340879988,0,0,-0.45604709463539495,1,0,1,0
328,3,-0.4956983064624887,0,0,-0.5165866088790425,1,0,1,0
329,3,1.0203793354335478,0,0,-0.490275204611611,1,0,1,0
330,3,-0.34409054227288505,8,2,0.6439093103145704,1,0,1,0
331,3,-0.34409054227288505,0,0,-0.5000546646048156,0,1,0,0
332,3,-1.4053448916001106,3,2,-0.1319278491463281,1,0,1,0
333,3,-1.1021293632209033,5,2,0.22199546489345753,1,0,1,0
334,3,-1.0263254811261016,1,1,-0.5169740617702019,1,0,0,0
335,2,-0.798913834841696,0,0,-0.4374195517911957,1,0,1,0
336,1,0.7171638070543405,0,0,-0.13526590482400858,1,0,0,0
337,1,0.7171638070543405,0,0,0.00032770504748656093,1,0,1,0
338,2,0.18653663239072774,1,1,0.037661026415830634,1,0,0,0
339,1,0.7171638070543405,0,1,2.2069929992284396,1,0,1,0
340,1,0.7171638070543405,1,0,0.676196430326421,0,0,0,1
341,3,-0.1924827780832814,0,0,-0.504013017459208,0,0,1,1
342,1,0.489752160769935,1,0,0.33748623052749294,0,0,1,1
343,3,-0.11667889598847957,0,2,-0.4442502717521636,0,0,1,1
344,2,-1.1021293632209033,1,0,-0.09149117914014038,0,0,0,1
345,3,-1.8601681841689215,1,1,-0.3405563290013596,0,0,1,1
346,1,2.233241448950377,0,0,-0.15707503198599704,0,0,1,1
347,2,2.0058298026659713,0,0,-0.3535956089922991,0,0,1,1
348,2,0.03492886820112408,0,0,-0.4094782375248968,1,0,1,1
349,3,-0.34409054227288505,0,0,-0.5170522974501475,0,0,0,1
350,2,0.4139482786751332,0,0,-0.4094782375248968,1,0,1,1
351,3,-1.0263254811261016,0,0,-0.5020720274948425,0,1,0,1
352,1,-0.040875013893677745,0,0,0.009641476469586184,1,0,1,1
353,3,0.7171638070543405,1,5,-0.06696429347718322,0,0,1,1
354,3,-0.34409054227288505,0,0,-0.5048661589214722,0,1,0,1
355,1,0.7171638070543405,1,0,2.0776861850668618,0,0,0,1
356,3,-0.34409054227288505,0,0,-0.5072728374569428,0,1,0,1
357,3,-0.34409054227288505,0,0,-0.5169740617702019,1,0,0,1
358,3,-1.1021293632209033,1,0,-0.4422310461078523,0,0,0,1
359,2,-1.9359720662637234,1,2,0.12288203492804223,0,0,0,1
360,3,-0.7231099527468942,0,0,-0.5048661589214722,0,1,0,1
361,3,-0.34409054227288505,0,0,-0.5072728374569428,0,1,0,1
362,1,1.5510065100971606,1,0,0.7776401659016458,0,0,0,1
363,2,0.03492886820112408,1,0,-0.16732018055030665,0,0,1,1
364,1,0.7171638070543405,0,0,0.009641476469586184,1,0,1,1
365,2,-0.5715021885572905,0,0,-0.45604709463539495,0,0,1,1
366,2,-1.7843643020741198,1,2,-0.13472198057295795,0,0,1,1
367,3,-0.34409054227288505,1,1,-0.36764450180539415,1,0,0,1
368,2,0.03492886820112408,0,0,-0.45604709463539495,0,0,1,1
369,3,-0.8747177169364978,4,2,-0.504013017459208,0,0,1,1
370,3,0.26234051448552953,0,0,0.40074164051782474,1,0,1,1
371,2,-2.100466490409443,0,2,-0.1114375520177089,1,0,1,1
372,3,0.1107327502959259,0,0,-0.4192576975181014,0,0,1,1
373,3,0.03492886820112408,0,0,-0.47467463747959415,1,0,1,1
374,3,-0.34409054227288505,0,0,-0.5065743046002853,0,1,0,1
375,2,-0.8747177169364978,0,0,-0.45604709463539495,0,0,1,1
376,3,0.33814439658033135,3,0,-0.35638974041892896,0,0,1,1
377,1,-0.41989442436768687,3,2,4.247407473524914,0,0,1,1
378,1,-0.41989442436768687,0,1,0.528573153286142,1,0,0,1
379,2,0.4139482786751332,0,1,-0.22320280908290438,0,0,1,1
380,3,-0.5715021885572905,0,0,-0.5091355917413628,0,0,1,1
381,3,-0.34409054227288505,0,0,-0.5068071488858379,1,0,1,1
382,3,-0.34409054227288505,1,0,-0.20178113481207527,0,1,0,1
383,2,0.30024245553293044,0,0,-0.4094782375248968,0,0,1,1
384,3,-1.253737127410507,1,0,-0.4422310461078523,1,0,0,1
385,3,-0.34409054227288505,0,0,-0.5186039717690692,1,0,1,1
386,3,-0.34409054227288505,1,1,-0.23515610332602702,0,0,0,1
387,2,0.03492886820112408,1,0,-0.16732018055030665,0,0,1,1
388,1,-0.7231099527468942,0,2,-0.16204299766254499,0,0,1,1
389,3,-0.4956983064624887,0,0,-0.5072728374569428,0,0,1,1
390,3,-0.34409054227288505,1,0,-0.35638974041892896,0,0,1,1
391,3,-0.11667889598847957,0,0,-0.5064196959946785,1,0,1,1
392,1,-0.4956983064624887,1,0,0.5889580589241826,0,0,1,1
393,3,-0.9505215990312996,0,0,-0.507583917422441,0,1,0,1
